country_code,CPV,total_value_sme,n_contracts_sme,n_contractors_sme,total_value_large,n_contracts_large,n_contractors_large
FI,44212100,0.0,0,0,504000.0,1,1
FI,48740000,0.0,0,0,270674.0,1,1
FI,72210000,0.0,0,0,3553040.0,2,2
FI,72212000,0.0,0,0,1950000.0,1,1
FI,75000000,0.0,0,0,250000.0,1,1
FI,90700000,0.0,0,0,350000.0,1,1
FR,15131410,0.0,0,0,144142.0,3,3
FR,15412000,0.0,0,0,317796.07999999996,3,3
FR,15540000,0.0,0,0,256824.0,1,1
FR,16613000,0.0,0,0,183700.0,1,1
FR,18925000,0.0,0,0,480000.0,2,2
FR,24957200,0.0,0,0,0.0,0,1
FR,31421000,0.0,0,0,0.0,0,1
FR,32551400,0.0,0,0,523688.0,4,4
FR,33136000,0.0,0,0,425133.98,7,7
SE,38431100,0.0,0,0,14412.11,1,1
SE,38515200,0.0,0,0,165801.8,1,1
SE,39221000,0.0,0,0,1900353.73,2,2
SE,42122411,0.0,0,0,1317076.84,1,1
SE,45111210,0.0,0,0,5644615.04,1,1
SE,45213353,0.0,0,0,7990893.35,1,1
SE,45215000,0.0,0,0,26229524.340000004,2,2
SE,45216200,0.0,0,0,13797861.33,1,1
SE,45232340,0.0,0,0,225587.32,1,1
SE,45232421,0.0,0,0,188153834.58,1,1
SE,48614000,0.0,0,0,235192.29,1,1
SE,50200000,0.0,0,0,2547219.75,8,8
SE,50720000,0.0,0,0,0.2,2,2
SE,72212420,0.0,0,0,2348780.76,1,1
SE,72212443,0.0,0,0,385715.36,1,1
SE,73430000,0.0,0,0,7808384.130000001,2,2
SE,77211400,0.0,0,0,3763076.69,1,1
SE,77340000,0.0,0,0,611499.96,1,1
SE,79510000,0.0,0,0,19511552.650000002,3,3
SE,79999200,0.0,0,0,940769.17,1,1
SE,80340000,0.0,0,0,451569.2,1,1
SE,90911100,0.0,0,0,239896.14,1,1
SE,92312230,0.0,0,0,592487.01,3,3
SI,09131000,0.0,0,0,139924.8,1,1
SI,18300000,0.0,0,0,353050.0,1,1
SI,33194210,0.0,0,0,476303.0,1,1
SI,34941600,0.0,0,0,3392995.69,11,11
SI,64000000,0.0,0,0,374427.30999999994,4,4
SI,90400000,0.0,0,0,1952000.0,1,1
SK,33651520,0.0,0,0,519930.0,1,1
SK,34946000,0.0,0,0,227850.0,1,1
SK,50116400,0.0,0,0,535035.0,1,1
SK,50232110,0.0,0,0,435000.0,1,1
SK,50413100,0.0,0,0,208457.4,1,1
UK,79418000,0.0,0,0,20939972080.04,1,1
AT,30162000,0.0,0,0,14732300.0,1,1
AT,31211300,0.0,0,0,0.0,0,1
AT,31212200,0.0,0,0,523556.0,1,1
AT,33113000,0.0,0,0,880000.0,1,1
AT,33113100,0.0,0,0,1043662.0,1,1
AT,33141220,0.0,0,0,562860.0,1,1
AT,34970000,0.0,0,0,2877711.02,2,2
AT,38124000,0.0,0,0,1060032.0,1,1
AT,44114100,0.0,0,0,117200.0,1,1
AT,45240000,0.0,0,0,0.0,0,2
AT,79311000,0.0,0,0,169907.1,1,1
BE,18300000,0.0,0,0,329392.45,3,3
BE,24954000,0.0,0,0,110000.0,1,1
BE,33111610,0.0,0,0,4065449.0,2,2
BE,33141310,0.0,0,0,503000.0,4,4
BE,33141624,0.0,0,0,2962633.8,10,10
BE,33194210,0.0,0,0,4409498.350000001,4,4
BE,33692800,0.0,0,0,940569.81,2,2
BE,34432000,0.0,0,0,4750000.0,1,1
BE,34928471,0.0,0,0,772261.56,1,1
BE,38300000,0.0,0,0,2027457.1199999999,2,2
BE,38600000,0.0,0,0,845781.42,3,3
BE,39800000,0.0,0,0,4622475.14,4,4
BE,42122450,0.0,0,0,45000.0,1,1
BE,42520000,0.0,0,0,2999829.63,1,2
BE,44316400,0.0,0,0,39739.68,2,2
BE,44423400,0.0,0,0,668977.7,2,2
BE,44440000,0.0,0,0,0.0,0,2
BE,45233140,0.0,0,0,2770890.5,1,6
BE,45234100,0.0,0,0,10267199.46,1,1
BE,45310000,0.0,0,0,17500000.0,1,3
BE,45315600,0.0,0,0,0.0,0,1
BE,48218000,0.0,0,0,345000.0,2,2
BE,48812000,0.0,0,0,1065173.0,1,1
BE,55500000,0.0,0,0,6253278.51,4,4
BE,55523100,0.0,0,0,4404935.07,3,3
BE,60440000,0.0,0,0,300000000.0,10,10
BE,72212610,0.0,0,0,351950.0,1,1
BE,79120000,0.0,0,0,3000000.0,1,9
BE,85110000,0.0,0,0,9148.4,1,1
BE,85111700,0.0,0,0,1325416.0,2,2
BE,90400000,0.0,0,0,6086733.8,8,8
BE,90710000,0.0,0,0,1799865.0,11,74
BE,90918000,0.0,0,0,879641.5700000001,3,3
BE,90919200,0.0,0,0,813168.75,5,5
BG,09111000,0.0,0,0,48977.4,1,1
BG,31161300,0.0,0,0,737900.0,1,1
BG,34137000,0.0,0,0,15262.3,2,2
BG,38810000,0.0,0,0,186359.75,2,2
BG,44113620,0.0,0,0,391996.44999999995,2,2
BG,44810000,0.0,0,0,199371.1,1,1
BG,50112200,0.0,0,0,60435.649999999994,9,9
BG,71631460,0.0,0,0,2431782.39,1,1
BG,79100000,0.0,0,0,166172.41,1,1
CY,31321500,0.0,0,0,1436798376.79,1,1
CY,66512000,0.0,0,0,403279.5,3,3
CZ,32412100,0.0,0,0,368241.06999999995,4,4
CZ,33615100,0.0,0,0,542282.62,3,3
CZ,33622800,0.0,0,0,246267.39000000004,5,5
CZ,33660000,0.0,0,0,231196.3,1,1
CZ,33673000,0.0,0,0,64234324.42999999,5,5
CZ,34139000,0.0,0,0,3752125.0,1,1
CZ,34620000,0.0,0,0,9120000.0,1,1
CZ,34631100,0.0,0,0,1831746.46,22,22
CZ,34632200,0.0,0,0,56141656.58,1,1
CZ,38410000,0.0,0,0,578772.29,1,1
CZ,42415110,0.0,0,0,1329606.77,2,2
PL,42414100,0.0,0,0,0.0,0,1
PL,45214200,0.0,0,0,6742657.31,1,1
PL,45221121,0.0,0,0,31022042.84,1,1
PL,66515200,0.0,0,0,43642.91,2,2
PL,72261000,0.0,0,0,172510.19,1,1
PT,15110000,0.0,0,0,412998.38,21,21
PT,31154000,0.0,0,0,692571.4,1,1
PT,33183300,0.0,0,0,188662.0,10,10
PT,33771100,0.0,0,0,105099.7,4,4
PT,34115300,0.0,0,0,27642.28,1,1
PT,38580000,0.0,0,0,84820.0,1,1
PT,44111200,0.0,0,0,14580.0,2,2
PT,45223110,0.0,0,0,0.0,0,1
PT,45233140,0.0,0,0,6992750.0,1,1
PT,48300000,0.0,0,0,913764.0700000001,2,2
PT,48462000,0.0,0,0,979999.0,1,1
PT,48783000,0.0,0,0,302300.0,1,1
PT,50116100,0.0,0,0,250000.0,1,1
PT,50630000,0.0,0,0,1162800.0,1,1
PT,55523100,0.0,0,0,87055333.17,16,16
PT,64000000,0.0,0,0,550328.18,2,2
PT,72416000,0.0,0,0,239820.01,1,1
PT,72910000,0.0,0,0,1988.0,7,7
PT,75241100,0.0,0,0,181450.01,2,2
PT,85110000,0.0,0,0,1299300.0,1,1
PT,85111700,0.0,0,0,98164.44,5,5
PT,85121280,0.0,0,0,30924.76,2,2
PT,85121292,0.0,0,0,148477.66,7,7
PT,90533000,0.0,0,0,1150.0,1,2
PT,90670000,0.0,0,0,261990.0,1,1
PT,90913100,0.0,0,0,1381124.75,2,2
PT,90918000,0.0,0,0,248100.0,1,1
RO,19512000,0.0,0,0,16743.190000000002,2,2
RO,24312121,0.0,0,0,401045.47,4,4
RO,32571000,0.0,0,0,1676163.97,1,1
RO,33115100,0.0,0,0,1422330.59,1,1
RO,33615000,0.0,0,0,2455534.0900000003,101,101
RO,33622200,0.0,0,0,42873994.830000006,12,12
RO,42415210,0.0,0,0,238071.1,1,1
RO,45213221,0.0,0,0,3374191.52,4,4
RO,50312320,0.0,0,0,1093286.56,1,1
RO,50532200,0.0,0,0,1739505.51,1,2
RO,66151100,0.0,0,0,276093.52999999997,2,2
RO,90680000,0.0,0,0,1019018.5,12,12
RO,92312130,0.0,0,0,35561.520000000004,52,52
SE,30232130,0.0,0,0,1971123.05,1,1
SE,32320000,0.0,0,0,1495726.5,1,1
SE,33111400,0.0,0,0,2035211.48,1,1
SE,33662100,0.0,0,0,0.18,2,2
LT,45251120,0.0,0,0,129947584.0,1,2
LT,48612000,0.0,0,0,248852.0,1,1
LT,63732000,0.0,0,0,775785.6,1,1
LT,64100000,0.0,0,0,18505628.09,5,5
LT,72319000,0.0,0,0,101952.0,1,1
LU,39152000,0.0,0,0,296270.82,1,1
LU,45261210,0.0,0,0,2102763.9,1,1
LU,50312610,0.0,0,0,1498200.0,1,1
LU,72263000,0.0,0,0,339175.0,1,1
LV,09331200,0.0,0,0,8827547.28,1,1
MK,75120000,0.0,0,0,192917.0,1,1
MT,85144100,0.0,0,0,14190297.57,2,2
NL,18310000,0.0,0,0,2281914.8,2,2
NL,24951230,0.0,0,0,173875.7,1,1
NL,32420000,0.0,0,0,1600000.0,2,2
NL,33192000,0.0,0,0,1.0,1,1
NL,33621200,0.0,0,0,400000.0,1,1
NL,43000000,0.0,0,0,0.01,1,1
NL,44141000,0.0,0,0,1106348.92,1,1
NL,50211000,0.0,0,0,170000.0,1,1
NL,51600000,0.0,0,0,3.0,3,3
NL,64214100,0.0,0,0,1.0,1,1
NL,66516100,0.0,0,0,553.0,1,1
NL,79131000,0.0,0,0,1784242.0,2,2
NL,79430000,0.0,0,0,75540.0,1,1
NL,85130000,0.0,0,0,840000.0,2,2
NL,98910000,0.0,0,0,172000.0,1,1
NO,09323000,0.0,0,0,55589650.19,1,1
NO,30121100,0.0,0,0,277156.38,1,1
NO,30161000,0.0,0,0,227664.17,1,1
NO,32300000,0.0,0,0,692890.94,1,1
NO,33122000,0.0,0,0,395937.68,1,1
NO,33192400,0.0,0,0,3108110.79,2,2
NO,34133100,0.0,0,0,673094.05,2,2
NO,35120000,0.0,0,0,1979688.4,2,2
NO,45232420,0.0,0,0,6205333.28,1,1
NO,48921000,0.0,0,0,3959376.79,1,1
NO,50411100,0.0,0,0,2969532.6,1,1
NO,71356400,0.0,0,0,3563439.11,1,1
NO,72212500,0.0,0,0,13303506.03,1,1
NO,72514000,0.0,0,0,0.1,1,1
NO,73210000,0.0,0,0,692890.94,1,1
PL,24323000,0.0,0,0,9090715.09,3,3
PL,31611000,0.0,0,0,771814.52,2,2
PL,34144400,0.0,0,0,68061.93,1,1
FR,33954000,0.0,0,0,227679.2,41,41
FR,34120000,0.0,0,0,16032.0,1,1
FR,34121200,0.0,0,0,24923310.0,1,1
FR,34138000,0.0,0,0,223000.0,1,1
FR,34928510,0.0,0,0,231149.0,2,2
FR,34932000,0.0,0,0,4085232.0,2,2
FR,39153000,0.0,0,0,216607.09,2,2
FR,39221160,0.0,0,0,724764.9,3,3
FR,42415210,0.0,0,0,330741.0,1,1
FR,44112120,0.0,0,0,800000.0,1,1
FR,44211500,0.0,0,0,184486.87,3,3
FR,45221112,0.0,0,0,2582613.19,1,2
FR,45221210,0.0,0,0,163300.0,1,1
FR,45231000,0.0,0,0,149000.0,1,1
FR,48213000,0.0,0,0,9146427.84,1,1
FR,48443000,0.0,0,0,3495000.0,4,4
FR,50240000,0.0,0,0,845000.0,2,2
FR,51541000,0.0,0,0,423375.0,1,1
FR,60640000,0.0,0,0,2195216064.0,10,11
FR,60651200,0.0,0,0,163750.0,1,1
FR,60651500,0.0,0,0,32000000.0,2,2
FR,64212100,0.0,0,0,22994045.0,1,1
FR,65410000,0.0,0,0,14908036.4,1,1
FR,71315100,0.0,0,0,1648953.06,3,3
FR,71322500,0.0,0,0,799000.0,1,1
FR,71530000,0.0,0,0,960000.0,1,1
FR,79941000,0.0,0,0,2600000.0,1,1
FR,85200000,0.0,0,0,340000.0,1,1
FR,85312500,0.0,0,0,381858.0,1,1
FR,90430000,0.0,0,0,3859414.8,10,15
FR,90740000,0.0,0,0,208855.0,1,1
GR,15111000,0.0,0,0,1178316.0,1,1
GR,24327320,0.0,0,0,48000.0,1,1
GR,24455000,0.0,0,0,147878.4,6,6
GR,30216110,0.0,0,0,193790.0,4,4
GR,31214100,0.0,0,0,11114126.0,2,2
GR,31712114,0.0,0,0,12000.0,1,1
GR,32321000,0.0,0,0,339971.0,1,1
GR,32344210,0.0,0,0,2702424.96,5,6
GR,32424000,0.0,0,0,6478540.0,1,2
GR,33111710,0.0,0,0,367053.1,15,15
GR,33111730,0.0,0,0,199026.1,25,25
GR,33115000,0.0,0,0,803000.0,2,2
GR,33141100,0.0,0,0,540011.7,6,6
GR,33696700,0.0,0,0,871157.2,7,7
GR,35811200,0.0,0,0,308100.0,1,1
GR,38425800,0.0,0,0,199500.0,3,3
GR,44110000,0.0,0,0,645022.81,3,3
GR,44113620,0.0,0,0,110400.0,1,1
GR,45453100,0.0,0,0,213989.28,1,1
GR,50220000,0.0,0,0,2972191.9,1,1
GR,55524000,0.0,0,0,198973.5,1,1
GR,66512000,0.0,0,0,1567754.56,2,2
GR,71321000,0.0,0,0,34080.48,1,1
GR,79970000,0.0,0,0,246000.0,1,1
HR,09131100,0.0,0,0,578804.04,2,2
HR,09132000,0.0,0,0,462504.25,2,2
HR,34740000,0.0,0,0,897800.0,1,1
HR,38433300,0.0,0,0,45320.0,1,1
HR,42124340,0.0,0,0,883270.17,1,1
HR,50531000,0.0,0,0,2235564.09,1,1
HR,66515200,0.0,0,0,2272449.88,2,2
HR,79341400,0.0,0,0,205791.67,1,1
HU,30120000,0.0,0,0,2873.58,1,1
HU,31172000,0.0,0,0,2526327.0,4,4
HU,33770000,0.0,0,0,289976.22,2,2
HU,44166000,0.0,0,0,340587.0,2,2
HU,50532300,0.0,0,0,1534500.0,1,1
HU,64121100,0.0,0,0,12289897.02,2,2
HU,79342300,0.0,0,0,7145728.2,2,2
IE,34921100,0.0,0,0,11633.32,1,1
IE,35113400,0.0,0,0,0.0,0,8
IE,42113300,0.0,0,0,870000.0,1,1
IE,45211300,0.0,0,0,14149293.0,1,1
IE,50118110,0.0,0,0,11490000.0,6,6
IE,60400000,0.0,0,0,943900000.0,2,2
IE,72212600,0.0,0,0,648796.28,1,1
IE,72244000,0.0,0,0,250000.0,1,1
IE,79110000,0.0,0,0,1500000.0,1,4
IT,15871270,0.0,0,0,429624.0,1,1
IT,16700000,0.0,0,0,226909.2,1,1
IT,24322210,0.0,0,0,392400.0,1,1
IT,30121000,0.0,0,0,1200000.0,1,1
IT,30211300,0.0,0,0,1096375.4,2,2
IT,33111400,0.0,0,0,194700.0,1,1
IT,33141300,0.0,0,0,392500.0,1,1
IT,33192150,0.0,0,0,24776969.36,2,2
IT,33661100,0.0,0,0,385000.0,1,1
IT,33696100,0.0,0,0,1032685.0,6,6
IT,34312000,0.0,0,0,4934234.7,3,3
IT,34622100,0.0,0,0,168250000.0,1,1
IT,35612500,0.0,0,0,7155650.0,1,1
IT,38515200,0.0,0,0,907016.0,2,2
IT,42997300,0.0,0,0,226000.0,1,1
IT,45212350,0.0,0,0,6032389.79,1,1
IT,50300000,0.0,0,0,7850400.1,7,8
IT,63000000,0.0,0,0,2032080.7,1,1
IT,64200000,0.0,0,0,15677696.379999999,6,7
IT,66000000,0.0,0,0,47927621.82,27,31
IT,72212443,0.0,0,0,348400.0,1,1
IT,73430000,0.0,0,0,1500000.0,1,1
IT,79341200,0.0,0,0,1800138.9300000002,2,3
IT,85149000,0.0,0,0,9698136.16,4,4
CZ,45232420,0.0,0,0,356377.96,1,1
CZ,50532300,0.0,0,0,406254.58,1,1
CZ,66515000,0.0,0,0,237129.49,1,1
CZ,71350000,0.0,0,0,3359654.0,2,2
CZ,72421000,0.0,0,0,543354.07,8,8
CZ,72514000,0.0,0,0,656766.76,1,1
CZ,79212300,0.0,0,0,5393837.03,7,7
CZ,79221000,0.0,0,0,311225.0,3,3
CZ,79610000,0.0,0,0,684520.49,4,4
CZ,90731400,0.0,0,0,57332.28,3,3
CZ,90921000,0.0,0,0,304713.75,1,1
DE,03340000,0.0,0,0,435520.0,1,1
DE,15850000,0.0,0,0,0.01,1,1
DE,30122100,0.0,0,0,360001.0,2,2
DE,32430000,0.0,0,0,14559211.6,1,1
DE,33111620,0.0,0,0,0.01,1,1
DE,33651660,0.0,0,0,298360.0,2,2
DE,34121500,0.0,0,0,0.0,0,1
DE,34210000,0.0,0,0,0.01,1,1
DE,34960000,0.0,0,0,0.0,0,2
DE,39153100,0.0,0,0,0.01,1,1
DE,42123400,0.0,0,0,149297.0,1,1
DE,44115200,0.0,0,0,2.0,2,2
DE,45231223,0.0,0,0,0.0,0,2
DE,66115000,0.0,0,0,1.0,1,1
DE,72130000,0.0,0,0,7034522.0,1,1
DE,72212490,0.0,0,0,996140.0,1,1
DE,72541100,0.0,0,0,1.0,1,1
DE,72610000,0.0,0,0,5912000.0,1,1
DE,73420000,0.0,0,0,0.01,1,1
DE,79212200,0.0,0,0,392500.0,1,3
DE,98512000,0.0,0,0,1.0,1,1
DK,24962000,0.0,0,0,1231087.7000000002,2,5
DK,31212000,0.0,0,0,1039327.0,1,1
DK,44100000,0.0,0,0,11252.49,1,1
DK,44163110,0.0,0,0,0.0,0,1
DK,44163120,0.0,0,0,31395122.05,3,3
DK,45215100,0.0,0,0,8871444.7,1,1
DK,45232440,0.0,0,0,10771815.69,1,1
DK,45241100,0.0,0,0,35754610.46,1,1
DK,71800000,0.0,0,0,1680197.8599999999,2,3
DK,75250000,0.0,0,0,7233814.72,1,1
DK,77211000,0.0,0,0,935493.84,1,1
EE,09100000,0.0,0,0,900000.0,2,2
EE,38432000,0.0,0,0,5000000.0,1,1
ES,09134220,0.0,0,0,3427200.0,1,5
ES,09323000,0.0,0,0,95164.01,1,1
ES,15961000,0.0,0,0,360513.4,1,1
ES,31311000,0.0,0,0,627298.4199999999,2,2
ES,32441200,0.0,0,0,4357182.51,1,1
ES,33141321,0.0,0,0,919169.42,21,21
ES,33180000,0.0,0,0,3000000.0,1,1
ES,33192400,0.0,0,0,264000.0,1,1
ES,33711510,0.0,0,0,750840.0,2,2
ES,34111000,0.0,0,0,268224.0,1,1
ES,38421110,0.0,0,0,428563.54,1,1
ES,39132400,0.0,0,0,898388.5,2,2
ES,42122430,0.0,0,0,191996.0,1,1
ES,44162100,0.0,0,0,3358340.0,2,2
ES,45110000,0.0,0,0,19318255.259999998,2,2
ES,45221122,0.0,0,0,8146723.0,1,1
ES,50881000,0.0,0,0,165023.36,3,3
ES,51411000,0.0,0,0,195194.0,1,1
ES,63121100,0.0,0,0,85499.69,1,1
ES,66515000,0.0,0,0,10976492.709999999,37,37
ES,71356400,0.0,0,0,29268163.18,2,2
ES,72212440,0.0,0,0,956468.0,1,1
ES,72212730,0.0,0,0,623200.0,1,1
ES,72318000,0.0,0,0,450407.18,4,4
ES,72513000,0.0,0,0,640500.83,1,1
ES,79412000,0.0,0,0,675790.0,3,3
ES,80531200,0.0,0,0,3786114.64,1,1
ES,90919100,0.0,0,0,369494.31,1,1
FI,09331000,0.0,0,0,1380190.0,4,4
FI,15130000,0.0,0,0,900000.0,1,1
FI,30230000,0.0,0,0,1986270.0,1,1
FI,31230000,0.0,0,0,279312.0,1,1
FI,33168000,0.0,0,0,6560000.0,12,12
FI,34134000,0.0,0,0,420704.0,1,1
FI,34144710,0.0,0,0,23592.0,1,1
FI,34144900,0.0,0,0,64669.0,1,1
FI,34940000,0.0,0,0,5969892.8,2,3
FI,43260000,0.0,0,0,702200.0,2,2
FI,45221110,0.0,0,0,10390272.0,1,1
FI,45234126,0.0,0,0,0.0,0,4
FI,48200000,0.0,0,0,794135.0,2,2
FI,60200000,0.0,0,0,8500000.0,1,1
FI,66100000,0.0,0,0,311000.0,2,2
FI,66140000,0.0,0,0,3058281.76,10,10
FI,70331000,0.0,0,0,375400.0,1,1
FI,72212100,0.0,0,0,12916400.0,5,5
FI,72252000,0.0,0,0,177780.0,1,1
FI,79211110,0.0,0,0,260000.0,1,1
FI,79714100,0.0,0,0,3035954.0,1,1
FI,85111800,0.0,0,0,1756083.0,1,1
FI,85112000,0.0,0,0,600000.0,1,1
FR,03142300,0.0,0,0,2712000.0,4,4
FR,16130000,0.0,0,0,52088.5,1,1
FR,16310000,0.0,0,0,69750.0,2,2
FR,30131400,0.0,0,0,17464.0,1,1
FR,31161000,0.0,0,0,3284377.42,3,3
FR,31440000,0.0,0,0,788476.0,2,2
FR,32230000,0.0,0,0,529767.0,2,2
FR,32250000,0.0,0,0,75194450.0,6,6
FR,32571000,0.0,0,0,1400000.0,1,1
SE,35740000,0.0,0,0,961360.87,1,1
SE,43313000,0.0,0,0,3942246.09,1,1
SE,43320000,0.0,0,0,239896.14,1,1
SE,45232100,0.0,0,0,48835386.28,5,5
SE,45233250,0.0,0,0,7526153.38,1,1
SE,45315100,0.0,0,0,23801460.06,9,9
SE,66131100,0.0,0,0,0.5700000000000001,6,6
SE,66700000,0.0,0,0,72823140.95000002,21,21
SE,79930000,0.0,0,0,258094.38,1,1
SE,90514000,0.0,0,0,20346591.09,5,5
SE,90731000,0.0,0,0,41770151.28,3,3
SI,22211000,0.0,0,0,263236.66,1,1
SI,51340000,0.0,0,0,133144.64,1,1
SI,85145000,0.0,0,0,5457902.6899999995,24,24
SK,31214100,0.0,0,0,1808800.0,1,1
SK,33610000,0.0,0,0,5188955.84,4,4
SK,34114121,0.0,0,0,286800.0,1,1
SK,44163100,0.0,0,0,1805600.0,1,1
SK,50330000,0.0,0,0,2728245.44,1,1
AT,22100000,0.0,0,0,1049360.0,4,4
AT,22900000,0.0,0,0,0.0,0,3
AT,31214000,0.0,0,0,2166280.0,1,3
AT,33169000,0.0,0,0,3007705.7,3,3
AT,33764000,0.0,0,0,198240.0,1,1
AT,34600000,0.0,0,0,52000000.0,1,2
AT,38511000,0.0,0,0,2.0,2,2
AT,38970000,0.0,0,0,1032800.0,1,1
AT,42418000,0.0,0,0,1612280.99,1,1
AT,42996100,0.0,0,0,645000.0,1,1
AT,45113000,0.0,0,0,7295117.19,2,2
AT,45221000,0.0,0,0,20794878.67,3,3
AT,45262330,0.0,0,0,171612.1,1,1
AT,45320000,0.0,0,0,189970.96,1,1
AT,48460000,0.0,0,0,10000000.0,1,1
AT,48613000,0.0,0,0,494616.0,1,1
AT,48814000,0.0,0,0,2372866.0,1,2
AT,50710000,0.0,0,0,21105170.58,3,3
AT,50750000,0.0,0,0,686386.56,2,2
AT,60410000,0.0,0,0,894238.0,1,1
AT,79997000,0.0,0,0,227322.0,1,1
AT,98351110,0.0,0,0,68208.0,1,1
BE,30210000,0.0,0,0,30000000.0,1,1
BE,31700000,0.0,0,0,909090.88,1,1
BE,33141000,0.0,0,0,249249.44,1,1
BE,33190000,0.0,0,0,1526540.19,2,2
BE,33693000,0.0,0,0,1650000.0,3,3
BE,38500000,0.0,0,0,195150.0,1,1
BE,38651000,0.0,0,0,158988.0,1,1
BE,45112320,0.0,0,0,0.0,0,1
BE,45112711,0.0,0,0,5196321.01,1,1
BE,45212000,0.0,0,0,21264278.490000002,2,2
BE,45213000,0.0,0,0,659822.88,1,1
BE,45233141,0.0,0,0,1495172.9,1,1
BE,45233142,0.0,0,0,25375728.45,2,3
BE,45252000,0.0,0,0,10240338.29,7,7
BE,45313200,0.0,0,0,0.0,0,3
BE,48219300,0.0,0,0,135080.0,1,1
BE,50532400,0.0,0,0,140882.02,1,1
BE,51000000,0.0,0,0,1200000.0,4,4
BE,55300000,0.0,0,0,3060000.0,1,1
BE,60161000,0.0,0,0,6646992.0,1,1
BE,66141000,0.0,0,0,804000.0,1,1
BE,71313420,0.0,0,0,715000.0,1,5
BE,71410000,0.0,0,0,72960.0,1,1
BE,72267000,0.0,0,0,255700.0,2,2
BE,72322000,0.0,0,0,350000.0,1,1
BE,79212500,0.0,0,0,5854317.0,1,1
BE,79932000,0.0,0,0,30600000.0,3,3
BE,79993100,0.0,0,0,7475000.0,1,1
BE,80533100,0.0,0,0,499700.0,4,4
BE,90620000,0.0,0,0,1610085.0,4,4
BE,90711500,0.0,0,0,101614.3,2,2
BE,92512000,0.0,0,0,305614.0,1,1
BG,42113390,0.0,0,0,2071172.92,1,1
BG,42122300,0.0,0,0,102259.94,1,1
BG,45232460,0.0,0,0,58641.39,1,1
BG,48760000,0.0,0,0,1017435.32,1,1
BG,50413200,0.0,0,0,12334.98,4,4
BG,72400000,0.0,0,0,167501.79,1,1
BG,92210000,0.0,0,0,34998.48,2,2
CY,34920000,0.0,0,0,342690.0,1,1
CY,72260000,0.0,0,0,309002.5,1,1
CZ,24312120,0.0,0,0,0.04,1,2
CZ,24322220,0.0,0,0,73272001.96,2,2
CZ,32413000,0.0,0,0,1247367.16,17,17
CZ,33158200,0.0,0,0,3690222.26,1,1
CZ,33733000,0.0,0,0,392630.06,2,2
CZ,34144750,0.0,0,0,268407.56,1,1
CZ,34322300,0.0,0,0,551374.06,7,8
CZ,39522500,0.0,0,0,462253.52,1,1
CZ,42122430,0.0,0,0,4100789.71,2,2
CZ,42215200,0.0,0,0,1500158.88,3,3
PL,44523200,0.0,0,0,0.0,0,1
PL,48510000,0.0,0,0,258086.9,1,1
PL,50212000,0.0,0,0,506003.07,1,1
PL,66514150,0.0,0,0,1399977.0,1,2
PL,72511000,0.0,0,0,168547.88,2,2
PL,77231400,0.0,0,0,7236303.109999999,6,6
PL,85111310,0.0,0,0,275111.5,1,1
PL,85312120,0.0,0,0,175034.47,5,5
PT,30192700,0.0,0,0,0.02,2,2
PT,32321300,0.0,0,0,124638.49,2,2
PT,33141000,0.0,0,0,1361062.0,2,2
PT,34731800,0.0,0,0,266658.0,2,2
PT,38500000,0.0,0,0,371634.51,3,3
PT,42991200,0.0,0,0,365117.68,1,1
PT,45252127,0.0,0,0,4823280.0,1,1
PT,50530000,0.0,0,0,762218.15,4,4
PT,51112000,0.0,0,0,1258814.0,1,1
PT,60161000,0.0,0,0,450000.0,1,1
PT,64221000,0.0,0,0,655031.88,1,1
PT,66111000,0.0,0,0,223874.66,1,1
PT,66141000,0.0,0,0,271989.33,1,1
PT,66514110,0.0,0,0,599948.33,1,1
PT,66516000,0.0,0,0,762200.0,2,2
PT,71248000,0.0,0,0,1698300.0,1,1
PT,72212445,0.0,0,0,951998.0,1,1
PT,72240000,0.0,0,0,2090000.0,1,1
PT,72267000,0.0,0,0,2156763.27,1,1
PT,72322000,0.0,0,0,128400.84,1,1
PT,85121282,0.0,0,0,130893.76,4,4
PT,85141211,0.0,0,0,570714.0,1,1
PT,90513600,0.0,0,0,4749635.77,4,4
RO,33632000,0.0,0,0,67208323.17,10,12
RO,33651640,0.0,0,0,2710676.71,3,3
RO,34144511,0.0,0,0,488377.91,2,2
RO,34731700,0.0,0,0,141794.25,1,1
RO,48315000,0.0,0,0,734028.02,6,6
RO,50810000,0.0,0,0,394875.17,2,2
RO,51100000,0.0,0,0,3863181.68,1,1
RO,51611100,0.0,0,0,1426100.0,1,1
RO,63712200,0.0,0,0,1997444.9,4,4
RO,64210000,0.0,0,0,10386311.52,25,30
RO,64212000,0.0,0,0,8350062.43,25,25
RO,70310000,0.0,0,0,507967.2,1,1
RO,71340000,0.0,0,0,45419953.56,1,1
RO,85320000,0.0,0,0,49446.299999999996,6,6
SE,30197600,0.0,0,0,172764.92,1,1
SE,31731100,0.0,0,0,206969.22,1,1
SE,33191100,0.0,0,0,1411153.76,1,1
SE,34133110,0.0,0,0,519492.74,1,1
LT,15331000,0.0,0,0,50400.0,1,1
LT,34114200,0.0,0,0,1611570.25,1,1
LT,34711500,0.0,0,0,47242813.33,1,1
LT,66516500,0.0,0,0,396531.55,4,4
LT,79711000,0.0,0,0,300000.0,1,1
LU,33111650,0.0,0,0,3401008.0,1,1
LU,33141520,0.0,0,0,32900000.0,1,1
LV,24313123,0.0,0,0,537600.0,1,1
